created_at,job,price(usd),matched_keywords_job,combined_keywords
2023-08-19 16:43:58,"Cambiar basculante y cilindro, c/insertos",49.66,Cilindro,"cilindro, basculante"
2023-08-29 17:47:51,Cambiar cilindro y ajustar,32.41,Cilindro,cilindro
2023-09-06 19:14:28,Tapizado y cilindro,65.82,Cilindro,cilindro
2023-09-08 15:46:07,Revisar y presupuestar. Cambar cilindro neumatico. Retapizar asiento y almohadita en azul. Lo mas parecido al otro,53.16,Cilindro,cilindro
2023-09-22 14:45:38,Cambiar cilindro,32.91,Cilindro,cilindro
2023-09-27 17:12:37,Revisar y presupuestar ( ver cilindro ),34.56,Cilindro,cilindro
2023-10-10 16:45:42,"Cilindro, perilla ovalina, ruedas y retapizado",55.38,Cilindro,"ruedas, rueda"
2023-10-11 18:24:28,"Colocar cilindro, basculante y 1 rueda",69.74,Cilindro,"cilindro, basculante, rueda"
2023-10-12 15:12:52,Cambiar cilindro,27.69,Cilindro,cilindro
2023-10-21 15:49:00,"Cambiar cilindro, ver apoyabrazos y retapizar asiento en Eco negro",40.0,Cilindro,"cilindro, retapizar"
2023-10-21 16:01:04,Cambiar cilindro,27.69,Cilindro,cilindro
2023-10-26 14:41:35,"Revisar y presupuestar cilindro, apoyabrazo (arreglo) y ver rueda faltante",0.0,Cilindro,"cilindro, rueda"
2023-10-27 15:37:50,cambiar cilindro,28.72,Cilindro,cilindro
2023-10-30 14:59:58,Revisar y presupuestar cilindro,36.92,Cilindro,cilindro
2023-10-31 15:25:47,cambiar cilindro,25.64,Cilindro,cilindro
2021-07-02 14:31:50,"Estrella, tapizar asiento grande, y arandela en chapòn.",24.22,Estrella,
2021-07-13 19:03:59,Estrella grande araña y ruedas,19.37,Estrella,"ruedas, rueda, araña"
2021-07-23 16:20:35,"Revisar . Ver estrella, ruedas. retapizar (pasan el color de ecocuero). Pasar presupuesto",42.74,Estrella,"ruedas, rueda, estrella, retapizar"
2021-07-27 15:51:41,Suplementar estrella,3.99,Estrella,estrella
2021-07-28 19:52:46,colocar estrella mediana y 1 rueda,13.96,Estrella,"rueda, estrella"
2021-07-29 15:31:21,Estrella chica,10.26,Estrella,
2021-09-15 16:17:46,"Estrella chica, 1 rueda y retapizado asiento (aprovechando el Mesh )",22.53,Estrella,rueda
2021-10-07 13:56:09,Cambiar estrella,11.76,Estrella,estrella
2021-10-07 18:30:25,Colocar estrella mediana,12.75,Estrella,estrella
2021-10-18 16:05:44,Cambiar estrella,9.8,Estrella,estrella
2021-10-18 16:11:38,Revisar cilindro y cambiar estrella. Pasè presup. x w app,37.65,Estrella,"cilindro, estrella"
2021-10-21 15:35:56,Estrella chica y cilindro,28.04,Estrella,cilindro
2021-10-22 13:32:47,Cambiar estrella cromada,0.0,Estrella,estrella
2021-10-25 13:19:03,Estrella mediana,9.71,Estrella,
2021-10-26 19:22:38,"Cambiar estrella y suplementar , solamente !!",14.02,Estrella,estrella
2021-11-08 19:26:43,Colocar estrella med. plástica y ruedas,27.03,Estrella,"ruedas, rueda, estrella"
2021-11-08 20:43:38,"Chapòn basculante, cilindro y suplem. estrella",64.86,Estrella,"cilindro, basculante, estrella"
2021-11-09 18:09:54,Colocar estrella mediana y ruedas,27.7,Estrella,"ruedas, rueda, estrella"
2021-11-17 16:22:16,colocar estrella mediana y 1 rueda  ( $ 2400 + rueda),18.45,Estrella,"rueda, estrella"
2021-11-17 20:40:03,"Retapizado completo en cuerotex negr, rellenar, estrella mediana con ruedas. Revisar inserto apoyabrazos. 10000 mas inserto",67.57,Estrella,"ruedas, rueda, estrella, rellenar"
2021-11-26 20:49:32,estrella chica y ruedas usadas,0.0,Estrella,"ruedas, rueda, estrella"
2021-12-06 20:04:52,Colocar estrella plàstica,16.74,Estrella,estrella
2021-12-10 16:39:03,Colocar estrella chica y cotizar: Parches en casco ò Retapizado de casco,14.04,Estrella,estrella
2021-12-15 20:25:57,cambiar estrella mediana,0.0,Estrella,estrella
2021-12-16 17:38:05,"1.- retapizar, contacto, tornillo, ruedas, cilindro.  2) estrella med., rellenar asiento, ruedas y 1 tornillo.",143.33,Estrella,"cilindro, ruedas, rueda, estrella, rellenar, retapizar"
2021-12-22 20:20:22,Cambiar estrella,16.74,Estrella,estrella
2022-01-08 16:50:06,"Colocar estrella cromada, cilindro y basculante",71.29,Estrella,"cilindro, basculante, estrella"
2022-01-11 18:04:27,Colocar estrella mediana,11.44,Estrella,estrella
2022-01-21 17:23:26,cambiar estrella mediana,12.44,Estrella,estrella
2022-01-28 15:20:30,Colocar estrella mediana y ruedas,22.97,Estrella,"ruedas, rueda, estrella"
2022-02-09 18:39:18,Colocar estrella cromada y nivelar,14.49,Estrella,estrella
2022-02-10 18:51:15,Estrella y ruedas,14.49,Estrella,"ruedas, rueda"
2022-02-12 15:18:39,Colocar estrella mediana,12.56,Estrella,estrella
2022-02-15 15:52:07,Colocar estrella mediana de las nuevas y ruedas usadas / $ 2600.- ruedas $ 900,14.49,Estrella,"ruedas, rueda, estrella"
2022-02-23 20:47:36,estrella mediana,12.56,Estrella,estrella
2022-03-04 15:09:34,Ruedas y estrella mediana,22.45,Estrella,estrella
2022-03-08 16:54:30,Colocar estrella,13.27,Estrella,estrella
2022-03-08 20:04:53,Cambiar estrella y ruedas,21.43,Estrella,"ruedas, rueda, estrella"
2022-03-22 18:52:33,Colocar estrella mediana,14.59,Estrella,estrella
2022-03-28 17:19:47,Revisar estrella c/cilindro pasado. Presupuestar,6.63,Estrella,"cilindro, estrella"
2022-03-28 19:43:15,"Cilindr, suplem. c/grilòn y suplem. estrella.",28.06,Estrella,estrella
2022-04-12 19:23:55,cambiar estrella y suplementar,17.81,Estrella,estrella
2022-04-26 18:33:44,"Suplementar estrella, ajustar respaldo y chapòn c/arandelas",3.56,Estrella,estrella
2022-04-28 17:51:41,Colocar estrella cromada,35.27,Estrella,estrella
2022-05-02 17:17:18,"cilindro, estrella y 1 rueda /",47.61,Estrella,"cilindro, rueda, estrella"
2022-05-10 16:48:56,Colocar estrella chica màs 1 rueda ( $ 340.- ),14.63,Estrella,"rueda, estrella"
2022-05-11 14:48:39,"colocar estrella mediana, 1 rueda y suplementar con arandelas.",19.1,Estrella,"rueda, estrella"
2022-06-04 13:30:32,Estrella mediana,17.09,Estrella,
2022-06-04 16:10:01,Estrella chica,11.75,Estrella,
2022-06-21 15:06:17,cambiar estrella,13.68,Estrella,estrella
2022-06-22 18:38:16,Estrella grande y ruedas,21.79,Estrella,"ruedas, rueda"
2022-07-08 17:36:21,Suplementar estrella,3.85,Estrella,estrella
2022-07-08 19:07:42,Estrella chica,9.62,Estrella,
2022-07-13 17:04:03,Estrella mediana,13.29,Estrella,
2022-07-20 17:07:50,cambiar estrella mediana,11.19,Estrella,estrella
2022-07-25 16:54:37,Armar base completa c/chapòn cuadrado y estrella chica,41.78,Estrella,estrella
2022-07-26 18:25:16,cambiar estrella mediana y 1 rueda us.,11.19,Estrella,"rueda, estrella"
2022-08-01 17:20:19,Cambio de cilindro y estrella chica,32.63,Estrella,"cilindro, estrella"
2022-08-11 14:29:41,"Colocar estrella cromada, ruedas y pintar aro",37.89,Estrella,"ruedas, rueda, estrella"
2022-08-29 15:32:38,Colocar estrella/revisar. Pasar presupuesto,52.11,Estrella,estrella
2022-09-03 14:40:35,Estrella,14.08,Estrella,
2022-09-09 19:19:53,Cambio de cilindro y estrella mediana,34.93,Estrella,"cilindro, estrella"
2022-09-21 14:18:33,Cambiar estrella,14.08,Estrella,estrella
2022-09-23 16:33:56,Estrella nueva y lubricar,15.49,Estrella,
2022-09-29 17:48:11,cambiar estrella mediana,14.44,Estrella,estrella
2022-10-03 15:42:48,Cambiar estrella y retapizado en Ecocuero negro,26.9,Estrella,estrella
2022-10-06 17:18:58,cilindro y estrella,27.13,Estrella,"cilindro, estrella"
2022-10-11 15:07:19,"Cilindro, suplementar estrella y rellenar",28.36,Estrella,"estrella, rellenar"
2022-10-18 19:01:31,"Colocar base completa neumàtica, con estrella chica",40.94,Estrella,estrella
2022-10-29 14:36:00,Cambiar estrella y 5 ruedas,19.01,Estrella,"ruedas, rueda, estrella"
2022-11-14 20:49:55,Cambiar estrella grande,22.01,Estrella,estrella
2022-11-15 16:24:44,Estrella chica y ruedas,28.71,Estrella,"ruedas, rueda"
2022-11-19 16:34:54,Cambiar estrella,20.53,Estrella,estrella
2022-12-16 17:42:18,Colocar estrella mediana,23.19,Estrella,estrella
2022-12-20 18:51:03,Ver estrella y presup,46.52,Estrella,estrella
2022-12-22 18:40:16,Colocar estrella,3.38,Estrella,estrella
2023-01-06 14:50:39,"estrella y ruedas, revisar",18.47,Estrella,"ruedas, rueda, estrella"
2023-01-13 14:48:24,"Cotizar retapizado en Talampaya Negro, estrella cromada grande y ruedas c/banda de siliconas Candy.",51.58,Estrella,"ruedas, rueda, estrella"
2023-01-13 20:00:23,cambio de estrella,13.72,Estrella,estrella
2023-01-18 18:47:31,Cambiar estrella,12.66,Estrella,estrella
2023-01-20 20:41:29,"Estrella cromada, cilindro y ruedas",50.53,Estrella,"cilindro, ruedas, rueda"
2023-01-30 19:15:35,Revisar y presupuestar. cilindro y estrella,29.95,Estrella,"cilindro, estrella"
2023-02-09 18:17:17,Revisar estrella,13.67,Estrella,estrella
2023-02-09 19:38:13,Cambiar estrella y ruedas,21.05,Estrella,"ruedas, rueda, estrella"
2023-02-13 20:37:01,"Cambiar estrella, la trajo",2.68,Estrella,estrella
2023-02-23 18:05:52,Revisar estrella,9.65,Estrella,estrella
2023-02-24 19:15:57,Cambiar estrella,12.87,Estrella,estrella
2023-03-01 16:55:38,Cambiar estrella,12.37,Estrella,estrella
2023-03-03 18:55:01,"Cambiar estrella, la trajo",14.18,Estrella,estrella
2023-03-17 16:30:35,Cambiar estrella por cromada. Ruedas siliconadas,46.39,Estrella,estrella
2023-04-28 13:24:13,estrella chica,11.47,Estrella,estrella
2023-05-02 19:26:53,Colocar estrella cromada,28.66,Estrella,estrella
2023-05-18 13:23:28,Estrella mediana y revisar,13.4,Estrella,
2023-05-18 14:01:30,Estrella mediana y revisar,13.4,Estrella,
2023-05-20 14:05:25,Cambiar estrella,12.06,Estrella,estrella
2023-06-22 13:48:19,Estrella cromada,0.0,Estrella,
2023-06-26 13:49:33,Estrella pasada y revisar,14.62,Estrella,
2023-06-27 19:06:52,Cambiar estrella,14.72,Estrella,estrella
2023-06-28 18:13:33,Cambiar estrella plàstica mediana,14.31,Estrella,estrella
2023-07-01 14:26:26,"Cucurucho, CILINDRO, ESTRELLA y revisar y armar",44.86,Estrella,
2023-08-11 15:27:08,Revisar y presupuestar. Estrella,25.38,Estrella,
2023-09-04 15:53:14,Cambiar estrella,13.29,Estrella,estrella
2023-09-06 15:56:37,Cambiar estrella,22.28,Estrella,estrella
2023-09-15 18:08:05,estrella,13.92,Estrella,estrella
2023-09-20 18:20:07,Cambiar estrella,15.19,Estrella,estrella
2023-10-18 13:57:09,Cambiar estrella y ruedas,27.79,Estrella,"ruedas, rueda, estrella"
2023-10-19 17:55:09,estrella mediana,13.74,Estrella,estrella
2023-10-30 19:32:05,Cambiar estrella,11.59,Estrella,estrella
2021-07-14 19:57:46,Consultar por funda Mesh,15.95,Mesh,
2021-09-15 16:17:46,"Estrella chica, 1 rueda y retapizado asiento (aprovechando el Mesh )",22.53,Mesh,rueda
2022-05-09 16:04:52,Retapizar en Talampaya negro y Mesh negro,38.31,Mesh,
2023-01-05 16:12:18,"Revisar respaldo y retapizado con Mesh, presupuestar y avisar",11.35,Mesh,
2023-01-21 16:52:13,Cotizar retapizado en Jackson negro y mesh negro ( aprox. $ 10.000.-),25.33,Mesh,mesh
2023-06-09 19:44:51,Retapizar en Mesh gris perla,12.27,Mesh,
2021-07-29 13:22:56,"Retapizar y rellenar (ver), arreglar respaldo y ruedas.",25.64,Rellenar,"ruedas, rueda, rellenar"
2021-08-28 16:20:38,"Rellenar asiento, cilindro, suplementar apoyabrazos",31.16,Rellenar,cilindro
2021-09-20 18:05:39,"Rellenar asiento, ruedas y soldar pieza respaldo",23.9,Rellenar,"ruedas, rueda, soldar"
2021-09-30 18:22:38,"REVISADO Y PRESUPUESTADO- 1) RUEDAS, RELLENAR, EMPROLIJAR GOMA. - 2) RUEDAS, CAMBIAR PERILLA CONTACTO PERMANENTE",32.69,Rellenar,
2021-10-28 18:16:49,"Rellenar asiento, cilindro y ruedas",36.03,Rellenar,"cilindro, ruedas, rueda"
2021-11-13 17:45:34,"Revisar y presupuestar: cilindro, chapòn, ruedas, rellenar asiento y respaldo, tornillo y suplem. apoyas",101.01,Rellenar,"cilindro, ruedas, rueda, rellenar"
2021-11-17 20:40:03,"Retapizado completo en cuerotex negr, rellenar, estrella mediana con ruedas. Revisar inserto apoyabrazos. 10000 mas inserto",67.57,Rellenar,"ruedas, rueda, estrella, rellenar"
2021-12-16 17:38:05,"1.- retapizar, contacto, tornillo, ruedas, cilindro.  2) estrella med., rellenar asiento, ruedas y 1 tornillo.",143.33,Rellenar,"cilindro, ruedas, rueda, estrella, rellenar, retapizar"
2021-12-29 16:07:54,Retapizar en Ecocuero negro 7 rellenar asiento y poca costura,46.1,Rellenar,rellenar
2022-01-05 16:24:05,"1) Cilindro, ruedas, retap. y rellenar asiento y 1 inserto 2) Cambiar estructura, ruedas, rellenar completo y cilindro",83.97,Rellenar,"cilindro, ruedas, rueda, rellenar"
2022-01-06 14:49:54,"Interno madera c/insertos, tapizar y rellenar asiento, ruedas, cilindro y contacto.",64.35,Rellenar,"cilindro, ruedas, rueda, rellenar"
2022-01-14 19:37:19,"Chapòn, ruedas, tapizar y rellenar asiento, retocar aro.",34.35,Rellenar,"ruedas, rueda, rellenar"
2022-02-11 18:36:40,"Teñir sillòn grande y rellenar asiento, cilindro y suplementar $ 3300.-  / $ 4100.- / $ 700.-  Total $ 8100.-",39.13,Rellenar,"cilindro, rellenar"
2022-03-26 13:17:31,"Hacer madera interno, retapizar y rellenar  asiento en talampaya negro",17.86,Rellenar,"rellenar, retapizar"
2022-03-30 17:32:28,Rellenar,0.0,Rellenar,
2022-04-08 16:13:35,Cilindro y rellenar asiento,38.17,Rellenar,rellenar
2022-04-20 18:39:52,"Cilindro, rellenar asiento y parches, fuelle telescòpico, 1 rueda",27.99,Rellenar,"rueda, rellenar"
2022-04-28 16:22:46,Rellenar y retapizar comp. ruedas y chapòn,48.35,Rellenar,"ruedas, rueda, retapizar"
2022-05-04 18:18:45,Cambio de cilindro y rellenar asiento,34.83,Rellenar,"cilindro, rellenar"
2022-05-06 19:32:49,"Cilindro, rellenar asiento, enderezar estructura, perilla cilindro.",36.07,Rellenar,"cilindro, rellenar"
2022-05-11 19:23:37,Cmabiar rueditas rotas y tapizar y rellenar asiento/ parche respaldo,22.39,Rellenar,rellenar
2022-06-06 16:54:39,Rellenar asiento,7.69,Rellenar,
2022-06-13 13:16:35,Retapizar completo Y rellenar asiento,22.65,Rellenar,rellenar
2022-07-15 15:22:40,"Ajustar apoyas, rellenar asiento,cotizar tapizado completo y revisar.",31.64,Rellenar,rellenar
2022-10-11 15:07:19,"Cilindro, suplementar estrella y rellenar",28.36,Rellenar,"estrella, rellenar"
2022-10-11 16:47:00,"Rellenar y retap. asiento, pintada al aro, cilindro y 2 ruedas",31.58,Rellenar,"cilindro, ruedas, rueda"
2023-01-04 19:44:09,Retapizar y rellenar. ecocuero tiza,34.3,Rellenar,rellenar
2023-01-20 15:10:21,"Rellenar asiento, 5 ruedas, fijar respaldo c/bulòn y tuerca.",0.0,Rellenar,"ruedas, rueda"
2023-02-16 18:50:00,rellenar y tapizar. ecocuero negro,8.85,Rellenar,rellenar
2023-03-14 14:59:19,"Interno (10 insertos), retapizar y rellenar asiento",38.02,Rellenar,"rellenar, retapizar"
2023-04-04 15:08:32,"Interno de madera nuestro, 4 insertos, rellenar y retapizar asiento",34.85,Rellenar,"rellenar, retapizar"
2023-05-12 16:21:55,"Cilindro, retapizado comp. y rellenar asiento",53.2,Rellenar,rellenar
2023-05-16 15:00:54,"Rellenar, retapizar asiento. Ruedas alma.",28.25,Rellenar,retapizar
2023-06-21 18:24:11,Revisar y presupuestar ( rellenar ),11.66,Rellenar,rellenar
2021-06-17 17:14:28,"Retapizar asiento,ruedas, chapòn, colocar arandelas y cilindro",51.84,Retapizar,"cilindro, ruedas, rueda"
2021-06-25 19:49:21,"Ruedas, retapizar asiento y funda en parte superior de respaldo, 1 apoyabrazos usado.",32.82,Retapizar,retapizar
2021-07-10 15:20:24,"Retapizar asiento, ruedas y tornillos",17.09,Retapizar,"ruedas, rueda"
2021-07-21 14:48:04,Retapizar asiento y cambiar chapòn.,19.94,Retapizar,
2021-07-23 16:20:35,"Revisar . Ver estrella, ruedas. retapizar (pasan el color de ecocuero). Pasar presupuesto",42.74,Retapizar,"ruedas, rueda, estrella, retapizar"
2021-07-29 13:22:56,"Retapizar y rellenar (ver), arreglar respaldo y ruedas.",25.64,Retapizar,"ruedas, rueda, rellenar"
2021-07-30 18:52:07,cambiar chapòn con U $ 2500.- y retapizar en Talampaya 379 ò 454 ( trae 4 sillas màs para retapizar) $ 3600.- c/retapizado,34.76,Retapizar,"retapizar, silla"
2021-08-04 14:17:56,Retapizar asiento-Cilindro-Cucurucho,46.18,Retapizar,
2021-08-12 18:44:29,retapizar,10.76,Retapizar,retapizar
2021-08-20 18:03:26,Retapizar,10.76,Retapizar,
2021-08-26 17:54:43,Retapizar asientos y apoyabrazos en uno de ellos.,34.56,Retapizar,
2021-09-01 15:28:18,"Cilindro, suplem. , apoyabrazos y retapizar asiento",32.42,Retapizar,retapizar
2021-09-09 17:24:45,Retapizar en nueva tela gamuzina . la mas clarita (Parecida al Arco),21.98,Retapizar,
2021-09-20 15:55:11,Retapizar en Ecocuero Peugeot/Hilo negro y menos relleno.,0.0,Retapizar,
2021-11-10 16:11:00,Retapizar en Eco negro,27.03,Retapizar,
2021-12-03 17:17:52,Retapizar c/faja,31.91,Retapizar,
2021-12-16 17:38:05,"1.- retapizar, contacto, tornillo, ruedas, cilindro.  2) estrella med., rellenar asiento, ruedas y 1 tornillo.",143.33,Retapizar,"cilindro, ruedas, rueda, estrella, rellenar, retapizar"
2021-12-20 15:39:40,Retapizar asiento en Ecocuero negro,15.6,Retapizar,
2021-12-29 16:07:54,Retapizar en Ecocuero negro 7 rellenar asiento y poca costura,46.1,Retapizar,rellenar
2022-01-22 15:00:03,Retapizar asiento en Ecocuero negro,13.4,Retapizar,
2022-01-22 17:15:42,Retapizar asiento,10.53,Retapizar,
2022-01-25 20:30:15,cilindro y retapizar asiento,30.14,Retapizar,"cilindro, retapizar"
2022-02-12 15:14:57,Cambiar cilindro de china a Sillòn / Retapizar sillòn,43.96,Retapizar,cilindro
2022-02-18 14:36:05,retapizar y relleno. cambiar regatones . retocar estructura,24.15,Retapizar,retapizar
2022-03-11 18:03:05,Retapizar en lona cobertura negra,73.47,Retapizar,
2022-03-26 13:17:31,"Hacer madera interno, retapizar y rellenar  asiento en talampaya negro",17.86,Retapizar,"rellenar, retapizar"
2022-04-27 13:55:49,Retapizar,19.85,Retapizar,
2022-04-28 16:22:46,Rellenar y retapizar comp. ruedas y chapòn,48.35,Retapizar,"ruedas, rueda, retapizar"
2022-04-30 13:40:03,Retapizar asiento y apoyabrazos / en Talampaya 268 ò 159 / COLOCAR 1 TORN. pARKER.,18.32,Retapizar,
2022-05-09 16:04:52,Retapizar en Talampaya negro y Mesh negro,38.31,Retapizar,
2022-06-13 13:16:35,Retapizar completo Y rellenar asiento,22.65,Retapizar,rellenar
2022-10-06 17:11:44,Retapizar en Talampaya blanco 067 / cambiar interno,22.51,Retapizar,
2022-10-17 18:35:07,Retapizar en Jackson Gris oscuro nº 10 Graphite,52.63,Retapizar,
2022-11-03 18:35:14,Retapizar en Ecocuero negro,34.45,Retapizar,
2022-11-17 20:37:35,Retapizar en Talampaya Negro,40.67,Retapizar,
2022-11-23 17:01:11,retapizar en tela gris 6260.-y arreglar respaldo (ver precio). Jackson 10 o similar. Tela,29.95,Retapizar,retapizar
2022-11-28 15:27:27,Retapizar en Ecocuero negro,17.22,Retapizar,
2023-01-04 19:44:09,Retapizar y rellenar. ecocuero tiza,34.3,Retapizar,rellenar
2023-01-14 15:25:09,Retapizar asiento ( 3500.-) y ruedas c/rosca.,20.84,Retapizar,"ruedas, rueda"
2023-01-25 20:13:39,Retapizar asiento y parches en casco ( 2 ),15.83,Retapizar,
2023-02-09 19:05:23,Retapizar asiento y fabricar interno de madera c/4 insertos,23.86,Retapizar,
2023-03-01 18:12:35,Retapizar color de las anteriores. Revisar toda.,18.04,Retapizar,
2023-03-06 14:15:49,"Retapizar asiento, parche en el casco",14.43,Retapizar,
2023-03-14 14:59:19,"Interno (10 insertos), retapizar y rellenar asiento",38.02,Retapizar,"rellenar, retapizar"
2023-03-28 19:14:26,Revisar y presupuestar. Retapizar respaldo ojo clavitos,32.22,Retapizar,
2023-04-04 15:08:32,"Interno de madera nuestro, 4 insertos, rellenar y retapizar asiento",34.85,Retapizar,"rellenar, retapizar"
2023-04-26 14:44:03,Revisar y presupuestar. retapizar,87.23,Retapizar,retapizar
2023-05-16 15:00:54,"Rellenar, retapizar asiento. Ruedas alma.",28.25,Retapizar,retapizar
2023-06-09 19:44:51,Retapizar en Mesh gris perla,12.27,Retapizar,
2023-07-01 15:53:10,Retapizar respaldo en Talampaya 393,17.61,Retapizar,
2023-07-13 13:34:43,retapizar completo y revisar,38.53,Retapizar,retapizar
2023-07-13 19:46:30,"Ruedas Alma, retapizar asiento y pintar aro",35.6,Retapizar,retapizar
2023-07-19 17:14:57,Retapizar,22.02,Retapizar,
2023-07-25 18:23:58,Retapizar en Jackson Gris Graphite ( 10 ) y revisar alojamiento rueda faltante,29.91,Retapizar,rueda
2023-09-08 15:46:07,Revisar y presupuestar. Cambar cilindro neumatico. Retapizar asiento y almohadita en azul. Lo mas parecido al otro,53.16,Retapizar,cilindro
2023-09-29 13:31:33,Retapizar y revisar. PAGADO,314.94,Retapizar,
2023-10-21 15:49:00,"Cambiar cilindro, ver apoyabrazos y retapizar asiento en Eco negro",40.0,Retapizar,"cilindro, retapizar"
2021-07-12 16:38:04,"Sollas 1) y 3) fijar altura. Sillòn 2) Basculante, Retapizado, completo, fijar altura colocando carcaza y 1 rueda.",88.89,Rueda,rueda
2021-07-28 19:52:46,colocar estrella mediana y 1 rueda,13.96,Rueda,"rueda, estrella"
2021-09-15 16:17:46,"Estrella chica, 1 rueda y retapizado asiento (aprovechando el Mesh )",22.53,Rueda,rueda
2021-09-27 14:51:20,Cambiar basculante y 1 rueda,31.87,Rueda,"basculante, rueda"
2021-11-13 16:38:42,"Cilindro, relleno de asiento, 1 inserto, 1 rueda us. y 2 tornillos",41.89,Rueda,rueda
2021-11-17 16:22:16,colocar estrella mediana y 1 rueda  ( $ 2400 + rueda),18.45,Rueda,"rueda, estrella"
2021-11-19 15:11:23,Se cambiò 1 rueda,2.23,Rueda,rueda
2022-04-20 18:39:52,"Cilindro, rellenar asiento y parches, fuelle telescòpico, 1 rueda",27.99,Rueda,"rueda, rellenar"
2022-05-02 17:17:18,"cilindro, estrella y 1 rueda /",47.61,Rueda,"cilindro, rueda, estrella"
2022-05-10 16:48:56,Colocar estrella chica màs 1 rueda ( $ 340.- ),14.63,Rueda,"rueda, estrella"
2022-05-11 14:48:39,"colocar estrella mediana, 1 rueda y suplementar con arandelas.",19.1,Rueda,"rueda, estrella"
2022-07-26 18:25:16,cambiar estrella mediana y 1 rueda us.,11.19,Rueda,"rueda, estrella"
2022-11-25 15:42:13,Cambio de cilindro y 1 rueda,32.87,Rueda,"cilindro, rueda"
2023-01-20 18:20:39,"1 rueda, fijar cilindro altura maxima",6.33,Rueda,"cilindro, rueda"
2023-03-01 16:11:31,Cambiar chapón y 1 rueda,15.46,Rueda,"chapón, rueda"
2023-07-25 18:23:58,Retapizar en Jackson Gris Graphite ( 10 ) y revisar alojamiento rueda faltante,29.91,Rueda,rueda
2023-10-11 18:24:28,"Colocar cilindro, basculante y 1 rueda",69.74,Rueda,"cilindro, basculante, rueda"
2023-10-12 17:21:11,2 estrellas chicas y 1 rueda.,21.03,Rueda,"rueda, estrella"
2023-10-26 14:41:35,"Revisar y presupuestar cilindro, apoyabrazo (arreglo) y ver rueda faltante",0.0,Rueda,"cilindro, rueda"
2021-06-17 17:14:28,"Retapizar asiento,ruedas, chapòn, colocar arandelas y cilindro",51.84,Ruedas,"cilindro, ruedas, rueda"
2021-06-22 17:14:19,"Cilindro, ruedas y repar. en inserto apoyabrazos.",28.53,Ruedas,"ruedas, rueda"
2021-06-25 19:49:21,"Ruedas, retapizar asiento y funda en parte superior de respaldo, 1 apoyabrazos usado.",32.82,Ruedas,retapizar
2021-07-01 15:52:10,"1 - Cilindro y ruedas  2- basculante, cilindro y ruedas",77.89,Ruedas,"cilindro, basculante, ruedas, rueda"
2021-07-02 14:29:00,"1- Cilindro, basculante y ruedas   2.- Cilindro, basculante y Ruedas   ..... Revisar por si hay algo mas",106.21,Ruedas,"basculante, ruedas, rueda"
2021-07-10 15:20:24,"Retapizar asiento, ruedas y tornillos",17.09,Ruedas,"ruedas, rueda"
2021-07-13 19:03:59,Estrella grande araña y ruedas,19.37,Ruedas,"ruedas, rueda, araña"
2021-07-23 16:20:35,"Revisar . Ver estrella, ruedas. retapizar (pasan el color de ecocuero). Pasar presupuesto",42.74,Ruedas,"ruedas, rueda, estrella, retapizar"
2021-07-29 13:22:56,"Retapizar y rellenar (ver), arreglar respaldo y ruedas.",25.64,Ruedas,"ruedas, rueda, rellenar"
2021-07-29 14:47:41,Cortar y sodar chapon nuevo. Ver ruedas,18.23,Ruedas,"ruedas, rueda"
2021-07-29 19:48:30,revisar ruedas y cotizar retapizado asientos,59.26,Ruedas,"ruedas, rueda"
2021-08-05 15:13:01,Cilindro y ruedas,27.03,Ruedas,"ruedas, rueda"
2021-08-07 15:30:55,"Revisar y cotizar cilindro, ruedas Portantino",57.22,Ruedas,"cilindro, ruedas, rueda"
2021-08-12 17:22:13,"Ruedas, basculante y lubricar regulaciòn de altura",39.66,Ruedas,basculante
2021-08-17 15:11:47,"cilindro, ruedas y retapizado",47.42,Ruedas,"cilindro, ruedas, rueda"
2021-08-18 20:01:25,"Retapizado completo, 1 cilindro, 5 ruedas y tornillos.",70.25,Ruedas,"cilindro, ruedas, rueda"
2021-08-30 15:12:56,"Poner botones en asiento, 5 ruedas, cilindro.",32.29,Ruedas,"cilindro, ruedas, rueda"
2021-09-01 15:49:02,"1) Retapizado completo, cilindro y ruedas  2) Retapizado completo, càscara respaldo y 1 tornillo.",70.33,Ruedas,"cilindro, ruedas, rueda"
2021-09-11 15:26:18,"Ruedas, retapizado completo en ecocuero blanco , ajuste general",30.22,Ruedas,
2021-09-20 18:05:39,"Rellenar asiento, ruedas y soldar pieza respaldo",23.9,Ruedas,"ruedas, rueda, soldar"
2021-09-25 14:36:04,Cambio de ruedas,8.24,Ruedas,"ruedas, rueda"
2021-09-30 18:22:38,"REVISADO Y PRESUPUESTADO- 1) RUEDAS, RELLENAR, EMPROLIJAR GOMA. - 2) RUEDAS, CAMBIAR PERILLA CONTACTO PERMANENTE",32.69,Ruedas,
2021-10-14 17:11:14,"Revisar y presupuestar: Retapizado completo, interno asiento, cilindro, retocar aro, ruedas y 2 tornillos.",53.68,Ruedas,"cilindro, ruedas, rueda"
2021-10-18 19:31:30,"Ruedas, cilindro, 2 tornillos y suplem. chapòn ( arandela)",27.4,Ruedas,cilindro
2021-10-26 14:02:47,"Ruedas, relleno y revisar",17.65,Ruedas,
2021-10-28 15:00:04,Ruedas y chapòn comùn.,19.36,Ruedas,
